# 知识图谱药品列表（共 3888 条）
# 格式：药品名称 | 出现频次 | 原始名称数量
氯化钾针3ml | 2 | 1
氯化钾针5ML加入250GS静滴 | 2 | 1
沙利度胺片200mg qn po | 2 | 1
泡沫敷料(硅凝胶) | 2 | 1
注射用曲妥珠单抗(门特) | 2 | 1
注射用曲妥珠单抗240mg 加入氯化钠注射液100ml内静脉滴注 | 2 | 1
注射用水4ml | 2 | 1
注射用磷霉素钠 1.0g^8支 | 2 | 1
注射用艾普拉唑钠20mg 加入氯化钠100ml内静脉滴注 | 2 | 1
注射用艾普拉唑钠20mg 加入氯化钠200ml内静脉滴注 | 2 | 1
注射用重组人脑利钠肽 | 2 | 1
泼尼松片100mg qd po | 2 | 1
津力达颗粒 | 2 | 1
浅表肿物切除术 | 2 | 1
测血压q0.5h | 2 | 1
测血压每天3次 | 2 | 1
浙贝母颗粒(大贝颗粒) | 2 | 1
温肥皂水200ml | 2 | 1
湿润烧伤膏 | 2 | 1
溶血疾病筛查 | 2 | 1
激素类及其他 | 2 | 1
焦槟榔 | 2 | 1
煅瓦楞子颗粒 | 2 | 1
煅磁石颗粒 | 2 | 1
煅龙骨颗粒 | 2 | 1
特殊方法气管插管术 | 2 | 1
环孢素胶囊 50mg tid po | 2 | 1
玻璃酸钠滴眼液 | 2 | 1
珍珠母颗粒 | 2 | 1
瓜蒌子kl | 2 | 1
甘精胰岛素(来得时预填充)注射液 | 2 | 1
甘舒霖胰岛素注射液早餐前10u、晚餐前8u | 2 | 1
甘舒霖胰岛素注射液早餐前16u、晚餐前16u | 2 | 1
生脉颗粒(党参方) | 2 | 1
甲氧氯普胺注射液 10mg im | 2 | 1
甲泼尼龙注射液80mg | 2 | 1
申请：滤除白细胞的红细胞悬液AB型2.00单位 | 2 | 1
申请：滤除白细胞的红细胞悬液A型2.00单位 | 2 | 1
电极片 1个 | 2 | 1
疝气补片 | 2 | 1
病危出院 | 2 | 1
病理蜡块加收 | 2 | 1
病重告知家属。 | 2 | 1
癃清胶囊 | 2 | 1
白头翁kl | 2 | 1
白果仁kl | 2 | 1
白蛋白结合紫杉醇200mg(自备)加入氯化钠100ml内静脉滴注 | 2 | 1
白蛋白结合紫杉醇350mg(自备)加入氯化钠250ml内静脉滴注 | 2 | 1
白蛋白结合紫杉醇400mg(自备)加入氯化钠250ml内静脉滴注 | 2 | 1
百合颗粒 | 2 | 1
皮肤活检术 | 2 | 1
益母草颗粒 | 2 | 1
盐酸多柔比星脂质体20MG加入250ML糖水中静滴 | 2 | 1
盐酸多柔比星脂质体40MG加入500ML糖水静滴 | 2 | 1
盐酸特拉唑嗪片 | 2 | 1
盐酸羟考酮缓释片 40mg q12h po | 2 | 1
眼前段数码照相 | 2 | 1
眼科A超 | 2 | 1
睑板腺按摩 | 2 | 1
知柏地黄丸 8丸 tid po | 2 | 1
硫培非格司亭注射液 | 2 | 1
硫普罗宁针0.2加入100ML0.9%生理盐水静脉点滴 | 2 | 1
硫酸锌口服溶液 | 2 | 1
碳酸钙D3咀嚼片 2片 qd po | 2 | 1
碳酸钙D3片 1片 tid po | 2 | 1
磷酸肌酸钠粉针 | 2 | 1
磷酸芦可替尼 5mg/片 | 2 | 1
神经阻滞麻醉 | 2 | 1
秦艽 | 2 | 1
稳心颗粒9g 口服 tid | 2 | 1
穴位贴服 | 2 | 1
穿山龙 | 2 | 1
米托蒽醌5MG加入氯化钠100ML中 | 2 | 1
类风湿因子(RF)测定(定量) | 2 | 1
精蛋白重组人胰岛素混合注射液(50/50) | 2 | 1
糖化血红蛋白测定 | 2 | 1
紫杉醇120mg(自备)加入氯化钠250ml内静脉滴注 | 2 | 1
紫杉醇聚合物束胶360MG加入氯化钠250ML | 2 | 1
紫苏梗颗粒 | 2 | 1
红核妇洁洗液 | 2 | 1
红霉素肠溶胶囊 | 2 | 1
结核分枝杆菌耐药基因检测 | 2 | 1
续断片 | 2 | 1
维生素B6 0.3g 输注5%GS250ml 中 | 2 | 1
维生素C注射液 2.0 加入250MLGS液体中静滴 | 2 | 1
罗特西普25MGBID | 2 | 1
置入式给药装置 | 2 | 1
置入式静脉给药装置 | 2 | 1
美托洛尔片 47.5mg/次 次/日 po | 2 | 1
羟考酮缓释片10mg q12h po | 2 | 1
肌苷片 0.6 tid po | 2 | 1
肝素钠注射液(南岛) | 2 | 1
肺穿刺活检针 | 2 | 1
胃营养管 | 2 | 1
胰岛素早12u 晚12u | 2 | 1
胰岛素针40u加1440ml脂肪乳葡萄糖液体中 | 2 | 1
胶贴10x15cm | 2 | 1
胸腔引流瓶1个 | 2 | 1
胸腔引流管1个 | 2 | 1
胸腺肽皮试 | 2 | 1
脂肪乳250静脉点滴 | 2 | 1
脂肪乳注射液250ML(自备)静脉滴注 | 2 | 1
脚垫 | 2 | 1
自主体位 | 2 | 1
自备人血白蛋白注射液10g ivgtt | 2 | 1
自备地西他滨 10mg 加入氯化钠100mL ivgtt qd | 2 | 1
自备阿糖胞苷针 100mg 加入氯化钠100mL ivgtt qd | 2 | 1
自由位 | 2 | 1
艾绒 | 2 | 1
花椒kl | 2 | 1
茵陈颗粒 | 2 | 1
草豆蔻 | 2 | 1
荜茇 | 2 | 1
药棒穴位按摩治疗 | 2 | 1
菊花颗粒 | 2 | 1
葡萄糖耐量试验 | 2 | 1
藁本 | 2 | 1
虎杖颗粒 | 2 | 1
蛇床子 | 2 | 1
蜜百合 | 2 | 1
血氧饱和度 | 2 | 1
血浆纤维蛋白原测定 | 2 | 1
血清淀粉酶同工酶电泳 | 2 | 1
血清脂肪酶测定 | 2 | 1
血清载脂蛋白α测定 | 2 | 1
覆盆子 | 2 | 1
角膜曲率测量 | 2 | 1
赛庚啶片 | 2 | 1
转入重症医学科作废 | 2 | 1
转心内科治疗 | 2 | 1
转肿瘤血液科治疗 | 2 | 1
输注O型RH阳型红细胞2u，冰冻血浆400ml | 2 | 1
输注悬浮红细胞2U | 2 | 1
输注红细胞悬液2u | 2 | 1
输注红细胞悬液4u | 2 | 1
辛伐他汀钙片 10mg qn p.o | 2 | 1
辛夷 | 2 | 1
辛夷kl | 2 | 1
达格列净二甲双胍缓释片(I)(国谈) | 2 | 1
追风透骨丸 | 2 | 1
透气敷料1贴 | 2 | 1
重组人粒细胞刺激因子针 1500ug ih | 2 | 1
重组人粒细胞刺激因子针 150ug | 2 | 1
重组人粒细胞刺激因子针 150ug ih | 2 | 1
重组人粒细胞刺激因子针 300ug ih | 2 | 1
重组牛碱性成纤维细胞生长因子凝胶(贝复新) | 2 | 1
野菊花kl | 2 | 1
金水宝片 4片 tid po | 2 | 1
银杏叶粉 | 2 | 1
锻炼呼吸功能 | 2 | 1
长春地辛2MG加入氯化钠250ML内静脉滴注 | 2 | 1
长春新碱针2mg ivgtt qd(自备)加入氯化钠注射液100ML内 | 2 | 1
长春瑞滨10MG加入氯化钠100ML中 | 2 | 1
门冬氨酸鸟氨酸10.0g{2.5g/支} | 2 | 1
门冬氨酸鸟氨酸20.0g{2.5g/支} | 2 | 1
门冬氨酸鸟氨酸20g 加氯化钠250ML中 | 2 | 1
门冬胰岛素 三餐前5分钟注射10U | 2 | 1
门冬胰岛素注射液14u 三餐前 ih 自备 | 2 | 1
门冬胰岛素注射液6u 三餐前 ih | 2 | 1
间断引流管引流 | 2 | 1
阿司匹林肠溶片(阿比康) | 2 | 1
阿奇霉素片 | 2 | 1
阿奇霉素颗粒 | 2 | 1
阿得贝利单抗注射液1200MG加入200ML生理盐水 | 2 | 1
阿扎胞苷100MG加入250ML氯化钠中 | 2 | 1
阿法骨化醇软胶囊(法能) | 2 | 1
阿糖胞苷200MG加入250ML盐水静滴 | 2 | 1
降香 | 2 | 1
雷贝拉唑钠肠溶片 | 2 | 1
青礞石 | 2 | 1
静脉式给药装置 | 2 | 1
静脉胶贴 | 2 | 1
静脉输注红细胞2u | 2 | 1
香菊胶囊 | 2 | 1
骨髓涂片细胞学检验 | 2 | 1
高压注射器针筒 | 2 | 1
鸦胆子油乳20ML加入250氯化钠中 | 2 | 1
黄芪(集) | 2 | 1
"丙型肝炎病毒抗体测定(Anti-HCV)" | 1 | 1
125碘密封粒源114粒 | 1 | 1
125碘密封粒源123粒 | 1 | 1
125碘密封粒源131粒 | 1 | 1
125碘密封粒源148粒 | 1 | 1
125碘密封粒源159粒 | 1 | 1
125碘密封粒源35粒 | 1 | 1
125碘密封粒源52粒 | 1 | 1
125碘密封粒源65粒 | 1 | 1
125碘密封粒源70粒 | 1 | 1
125碘密封粒源73粒 | 1 | 1
125碘密封粒源86粒 | 1 | 1
125碘密封粒源95粒 | 1 | 1
125碘粒子208粒 | 1 | 1
5%葡萄糖100ML | 1 | 1
5%葡萄糖100ml | 1 | 1
5%葡萄糖250ML | 1 | 1
5%葡萄糖500ML | 1 | 1
5%葡萄糖注射液100ml QD | 1 | 1
5%葡萄糖注射液250ML | 1 | 1
9%氯化钠100ml+信迪利单抗200MG | 1 | 1
9%氯化钠注射液250ml | 1 | 1
BRAF V600E突变组织检测 | 1 | 1
Beigani 135mg 每日1次 口服 | 1 | 1
CVC置管术作废 | 1 | 1
PRO-BNP测定 | 1 | 1
Rh血型其他抗原鉴定 | 1 | 1
TBNK淋巴细胞亚群 | 1 | 1
T管1根 | 1 | 1
一次性中心静脉穿刺置管包 | 1 | 1
一次性使用吸痰器 | 1 | 1
一次性使用心电电极 | 1 | 1
一次性使用无菌腹腔引流导管 | 1 | 1
一次性使用活组织取样钳(肠镜款) | 1 | 1
一次性使用活组织取样钳(胃镜款) | 1 | 1
一次性使用活组织取样钳胃镜款 | 1 | 1
一次性使用热活检钳 | 1 | 1
一次性使用胰岛素泵注射组件(储药器) | 1 | 1
一次性使用胰岛素泵注射组件(输注管路) | 1 | 1
一次性使用脉搏血氧饱和度传感器 | 1 | 1
一次性使用输液接头消毒帽 | 1 | 1
一次性使用避光输液器带针 | 1 | 1
一次性尿袋 | 1 | 1
一次性敷贴 | 1 | 1
一次性无菌旋塞 | 1 | 1
一次性无菌正压输液接头 | 1 | 1
一次性无菌腹腔引流管及附件 | 1 | 1
一次性无菌输液连接头 | 1 | 1
一次性氧气面罩 | 1 | 1
一次性穿刺活检针 | 1 | 1
一次性胸穿包 | 1 | 1
一次性腹腔引流及穿刺包 | 1 | 1
一次性腹腔引流导管 | 1 | 1
一次性负压引流器 | 1 | 1
一次性透气敷料 | 1 | 1
七叶皂甙钠10mg，静滴，qd | 1 | 1
三人间 | 1 | 1
三角枕 | 1 | 1
三通管 | 1 | 1
上腹部彩超 | 1 | 1
丙型肝炎抗体测定(Anti-HCV) | 1 | 1
丙戊酸钠0.2 tid po | 1 | 1
丙戊酸钠缓释片0.5g po | 1 | 1
丙种球蛋白针300mg iVGTT st | 1 | 1
丙种球蛋白针300mg im st | 1 | 1
两性霉素B200MG加入氯化钠中 | 1 | 1
两性霉素B200MG加入葡萄糖250ML中 | 1 | 1
两腔尿管一根 | 1 | 1
中心静脉导管包1个 {胸腔闭式引流用} | 1 | 1
中药封包治疗(中) | 1 | 1
中药熏洗治疗 (活血化瘀，通经活络) | 1 | 1
中药熏洗治疗(刺激肝脏、胆囊区) | 1 | 1
中药特殊调配 | 1 | 1
中长线置入 | 1 | 1
临床操作的B超引导 | 1 | 1
临时注射用肌氨肽苷注射液更改为35mg+500ml生理盐水 | 1 | 1
临时磷霉素钠晚8:00用 | 1 | 1
乐卡地平片 | 1 | 1
乙型肝炎五项定量测定(乙型肝炎表面抗原单项) | 1 | 1
乙型肝炎核心IgM抗体测定(Anti-HBcIgM) | 1 | 1
乙型肝炎表面抗原测定(HBsAg) | 1 | 1
乳果糖口服药10ml口服 tid | 1 | 1
乳酶生片 | 1 | 1
二甲双胍格列齐特片0.25g bid po | 1 | 1
二甲双胍片0.25g Tid po | 1 | 1
二甲双胍片0.25g bid po | 1 | 1
二甲双胍片0.5g bid po | 1 | 1
二羟丙茶碱针0.5ivgtt | 1 | 1
亚叶酸钙针(自备)0.3加入氯化钠250ML内静脉滴注 | 1 | 1
交叉配血实验 | 1 | 1
亲水性涂层导丝 | 1 | 1
亲水涂层导丝150CM | 1 | 1
人免疫缺陷病毒抗体测定(Anti-HIV) | 1 | 1
人工扩肛治疗 | 1 | 1
人工牛黄 | 1 | 1
人干扰素α-1b粉针 | 1 | 1
人类免疫缺陷病毒抗体(1/2)型 | 1 | 1
人粒细胞刺激因子针 200ug ih | 1 | 1
人胰岛素6入500ml组 | 1 | 1
人血白蛋白20%，12.5g，ivgtt，qd | 1 | 1
人血白蛋白20%，2瓶，ivgtt，qd | 1 | 1
人血白蛋白注射液10g 静脉滴注 | 1 | 1
今日在局部浸润麻醉行颈部淋巴结活检术 | 1 | 1
今日局部麻醉下行输液港拔除术 | 1 | 1
今日转入肿瘤血液科 | 1 | 1
今日转入重症医学科 | 1 | 1
今日转外科 | 1 | 1
今日转肿瘤科 | 1 | 1
仑伐替尼 | 1 | 1
以“白内障”入院 | 1 | 1
以上急查 | 1 | 1
以白内障由肿瘤血液科转入 | 1 | 1
伏立康唑200mg | 1 | 1
伏立康唑片200mg qd po | 1 | 1
伏立康唑片300mg qd 静脉滴注 | 1 | 1
伏立康唑胶囊 | 1 | 1
优替德隆针50mg(自备)加入氯化钠150ml内静脉滴注 | 1 | 1
优生五项检测 | 1 | 1
伤口清创 | 1 | 1
伤口清洁液体敷料 | 1 | 1
低糖饮食 | 1 | 1
低频脉冲电治疗 | 1 | 1
体温tid | 1 | 1
体表淋巴结摘除术 | 1 | 1
作业疗法 | 1 | 1
作废 | 1 | 1
作废“苯唑西林”皮试医嘱 | 1 | 1
依托泊苷(自备)100MG加入氯化钠注射液250ML内静脉滴注 | 1 | 1
依托泊苷针 100MG | 1 | 1
依托泊苷针100MG加入氯化钠250ML内静脉滴注(自备) | 1 | 1
依托泊苷针200mg(自备)加入氯化钠250ML内静脉滴注 | 1 | 1
依托铂苷注射液 100mg 加入氯化钠250ml内静脉滴注 | 1 | 1
依托铂苷注射液(自备)50MG加入氯化钠注射液150ML内静脉滴注 | 1 | 1
依沃西单抗1400MG加入氯化钠250ML中 | 1 | 1
依沃西单抗800MG加入氯化钠250ML中 | 1 | 1
依降钙素针1ML肌注 | 1 | 1
促甲状腺受体抗体(TsHR-Ab) | 1 | 1
保留尿管 | 1 | 1
保留胃管不减压 | 1 | 1
保留腹腔引流管 | 1 | 1
信达利单抗注射液 100mg 加入氯化钠100ml内静脉滴注 | 1 | 1
信达利单抗注射液 200mg 加入氯化钠200ml内静脉滴注 | 1 | 1
信达利单抗注射液100mg 加入150ml氯化钠注射液中静脉滴注 | 1 | 1
信达利单抗注射液1支(自备)加入氯化钠100ml内静脉滴注 | 1 | 1
信达利单抗注射液250mg 加入100ml氯化钠注射液中静脉滴注 | 1 | 1
倍他司汀250ML | 1 | 1
停用人血白蛋白 | 1 | 1
健儿消食口服液 | 1 | 1
儿茶 | 1 | 1
免疫球蛋白亚类定量测定 | 1 | 1
免疫球蛋白六项 | 1 | 1
免疫球蛋白轻链测定 | 1 | 1
免疫荧光染色诊断 | 1 | 1
八角茴香 | 1 | 1
内毒素鲎定量测定 | 1 | 1
冬凌草滴丸(国谈) | 1 | 1
冷凝集试验 | 1 | 1
凝胶海绵颗粒 | 1 | 1
凤仙透骨草 | 1 | 1
凤尾草 | 1 | 1
切口腹带加压包扎 | 1 | 1
利妥西单抗10ML | 1 | 1
利妥西单抗50ML | 1 | 1
利巴韦林喷剂 | 1 | 1
化疗注药泵 | 1 | 1
千年健 | 1 | 1
华法林钠(芬兰)片 3mg qd po 自备 | 1 | 1
华蟾素 | 1 | 1
博来霉素粉针 | 1 | 1
博来霉素针1.5万(自备)加入氯化钠注射液300ml内静脉滴注 | 1 | 1
卡培他滨片 早2.0 晚2.0 po | 1 | 1
卡培他滨片 早3片 晚4片 | 1 | 1
卡度尼拉单抗125MG加入氯化钠250ML中 | 1 | 1
卡瑞丽珠单抗200MG加入250ML盐水 | 1 | 1
卡瑞利珠单抗200MG，加入250ML氯化钠中 | 1 | 1
卡瑞利珠单抗200MG，加入氯化钠250ML中 | 1 | 1
卡瑞利珠单抗200ML加入250ML氯化钠中 | 1 | 1
卡瑞利珠单抗注射液 200mg 加入氯化钠250ml内静脉滴注(自备) | 1 | 1
卡瑞利珠单抗注射液200mg 加入150ml氯化钠注射液中静脉滴注 | 1 | 1
卡铂0.4G加入250ML氯化钠中 | 1 | 1
卡铂180MG | 1 | 1
卡马西平0.2 tid po | 1 | 1
压力传感器 | 1 | 1
去氨加压素注射液 | 1 | 1
参仙升脉口服液 | 1 | 1
参松养心胶囊1.2 tid 口服 | 1 | 1
参芪扶正注射液250ml静脉滴注(自备) | 1 | 1
参芪扶正针250ML ivgttBID | 1 | 1
参麦注射液100ml | 1 | 1
参麦注射液20ML加入100ML内静脉滴注 | 1 | 1
参麦注射液20mL(自备)加入氯化钠250ml内静脉滴注 | 1 | 1
参麦注射液20ml(自备) 加入氯化钠注射液150ML内静脉滴注 | 1 | 1
参麦注射液30ml | 1 | 1
参麦注射液50ml | 1 | 1
双下肢制动 | 1 | 1
双人间 | 1 | 1
双侧腋窝负压壶吸引 | 1 | 1
双歧杆菌乳杆菌三联活菌片1.0tidpo 枯草杆菌二联活菌肠溶胶囊0.5tidpo | 1 | 1
取消穿刺活检术 | 1 | 1
取输液港手术费 | 1 | 1
叫31床家属来签字 | 1 | 1
可吸收免打结外科缝线 | 1 | 1
可吸收线(双针单线) | 1 | 1
右下肢制动 | 1 | 1
右美沙芬30MG | 1 | 1
叶酸片 10mg QD po | 1 | 1
司坦唑醇片 2mg QD po | 1 | 1
司坦唑醇片 2mg TID po | 1 | 1
司坦唑醇片 4Mg bid po | 1 | 1
司坦唑醇片 4mg Bid po | 1 | 1
司坦唑醇片 4mg Tid po | 1 | 1
司维拉姆片 | 1 | 1
吉西他滨(自备) 1.7 加入氯化钠注射液250ML内静脉滴注 | 1 | 1
吗啡缓释片 10mg q12h po | 1 | 1
吗啡缓释片150mg q12h po | 1 | 1
吗啡缓释片270mg q12h po | 1 | 1
吗啡缓释片60mg q12h po | 1 | 1
吡拉西坦片 | 1 | 1
吲哚布芬片 | 1 | 1
呋塞米20mg qd iv | 1 | 1
呋塞米40mg qd | 1 | 1
呋塞米白蛋白后用 | 1 | 1
呼吸回路 | 1 | 1
咪康唑乳膏 | 1 | 1
哌拉西林他唑巴坦已皮试 | 1 | 1
哌拉西林钠他唑把坦钠4.5G | 1 | 1
喷昔洛韦0.25加氯化钠100ML | 1 | 1
喷昔洛韦静脉滴注时间持续1小时以上 | 1 | 1
四肢血管造影 | 1 | 1
图片查找癌细胞 | 1 | 1
在全麻下行左侧肺肿瘤楔形切除术 | 1 | 1
在局部浸润麻醉下行双侧腋窝淋巴结清扫术 | 1 | 1
在局部浸润麻醉下行背部皮肤肿块扩大切除术。 | 1 | 1
在局部浸润麻醉下行转移性皮肤肿瘤切除术 | 1 | 1
在硬外麻醉下行乙状结肠双腔造瘘术 | 1 | 1
在硬外麻醉下行左侧腹股沟骨骼肌软组织肿瘤切除术 | 1 | 1
在硬外麻醉下行横结肠造瘘术 | 1 | 1
在硬外麻醉下行空肠造瘘术 | 1 | 1
地佐辛针10mgIM | 1 | 1
地塞米松片9片 po | 1 | 1
地巴唑片 | 1 | 1
地榆生白片 4片 TID po | 1 | 1
地特胰岛素注射液 | 1 | 1
地舒单抗120MGIH | 1 | 1
地舒单抗120mG ST 皮下 | 1 | 1
地舒单抗1支 | 1 | 1
地舒单抗注射液(自备)120MG IH | 1 | 1
地舒单抗注射液(门特) | 1 | 1
地舒单抗注射液120MG | 1 | 1
地西泮注射液10MG肌注 | 1 | 1
地黄炭 | 1 | 1
备皮包 | 1 | 1
复合前列腺特异性抗原(cpsa)测定 | 1 | 1
复方斑蝥 | 1 | 1
复方氨基酸250ML | 1 | 1
复方阿嗪米特肠溶片 每日3次 每次1片 口服 | 1 | 1
夏天无 | 1 | 1
外周血染色体440带检 | 1 | 1
外显子突变ctDNA检测(EGFR 18/19/20/21) | 1 | 1
多巴丝肼胶囊 | 1 | 1
多联三通 | 1 | 1
天舒片 | 1 | 1
头孢他啶针2.0 加氯化钠100ML ivgtt | 1 | 1
头孢他啶针3.0 ivgtt | 1 | 1
头孢哌酮舒巴坦钠针皮试阳性 | 1 | 1
头孢拉定皮试 | 1 | 1
头孢曲松钠针3.0G | 1 | 1
头孢曲松钠针3G | 1 | 1
头孢类过敏 | 1 | 1
奥施康定 110mg q12h 早9:30 晚21:30 | 1 | 1
奥洛他定片 | 1 | 1
奥美拉唑注射液加100ML氯化钠静脉滴注 | 1 | 1
奥美拉唑注射液加50ML氯化钠静脉滴注 | 1 | 1
奥美拉唑粉针静脉推注 | 1 | 1
奥美拉唑肠溶胶囊 20mg bid po | 1 | 1
奥美拉唑针40mg加氯化钠100ML | 1 | 1
姜厚朴颗粒 | 1 | 1
孟鲁司特钠咀嚼片(儿童) | 1 | 1
安宫牛黄丸1粒 1天1次 口服 | 1 | 1
安罗替尼胶囊 12MG Qd po(自备) | 1 | 1
宫颈注射 | 1 | 1
导丝胃管 | 1 | 1
导管冲洗器QD | 1 | 1
小儿泻速停颗粒 | 1 | 1
小檗碱片 | 1 | 1
尝试经口进食 | 1 | 1
尪痹片 | 1 | 1
尫痹片 | 1 | 1
尸体料理 | 1 | 1
尿含铁血黄素定性试验 | 1 | 1
尿微量白蛋白测定 | 1 | 1
局部切除组织及诊断 | 1 | 1
山楂颗粒 | 1 | 1
川芎嗪粉针 | 1 | 1
左旋咪唑片 50mg TID po | 1 | 1
左旋咪唑片 50mg tid PO | 1 | 1
左氨氯地平片(施慧达) | 1 | 1
左甲状腺素片50ug qd p.o | 1 | 1
左甲状腺素钠片 12.5g qd po | 1 | 1
布格替尼片 90mg po qd | 1 | 1
布洛芬混悬液10ml po | 1 | 1
帕博利珠单抗注射液200mg 加入200ml氯化钠注射液中静脉滴注 | 1 | 1
干漆 | 1 | 1
干鱼腥草(冻干) | 1 | 1
床旁糖化血红蛋白测定 | 1 | 1
床旁隔离 | 1 | 1
开喉剑喷雾剂(儿童型) | 1 | 1
开塞露30ML | 1 | 1
开塞露3支 | 1 | 1
开塞露6支 | 1 | 1
引流袋(抗反流) | 1 | 1
强力枇杷露 15ml tid po | 1 | 1
徐长卿 | 1 | 1
微量元素 | 1 | 1
急行神经阻滞麻醉下筛动脉凝固术+前鼻孔填塞术 | 1 | 1
患者家属拒绝氧气吸入 | 1 | 1
患者家属要求出院 | 1 | 1
患者拒绝寒颤期抽取血培养 | 1 | 1
患者拒绝胃肠减压 | 1 | 1
患者拒绝雾化 | 1 | 1
患肢抬高制动 | 1 | 1
感染性休克风险告知 | 1 | 1
戊酸雌二醇片 | 1 | 1
房颤风险告知 | 1 | 1
手功能训练 | 1 | 1
手术暂停 | 1 | 1
抗sm-D1抗体测定 | 1 | 1
抗平滑肌抗体测定 | 1 | 1
抗甲状腺球蛋白抗体测定(TGAb) | 1 | 1
抗线粒体抗体测定(AMA) | 1 | 1
抗血小板膜糖蛋白自身抗体测定 | 1 | 1
抗逆流袋 | 1 | 1
护肝片 4片 TID po | 1 | 1
护肝片 4片/次 3次/日 po | 1 | 1
拉氧头孢1G加入氯化钠100ML中 | 1 | 1
拉米夫定片 | 1 | 1
拒绝输血小板治疗 | 1 | 1
拒绝输血治疗 | 1 | 1
拒绝进食 | 1 | 1
拔出PICC | 1 | 1
拔出PICC导管 | 1 | 1
拔出PICC管 | 1 | 1
拔出肠梗阻导管 | 1 | 1
拔出胸腔引流管 | 1 | 1
拔除PICC | 1 | 1
拔除PICC导管 | 1 | 1
拔除营养管 | 1 | 1
拜阿司匹林肠溶片 100mg pn po | 1 | 1
拜阿司匹林肠溶片100mg qd po | 1 | 1
拟于今日9:：00在局麻下行淋巴结穿刺活检术 | 1 | 1
拟于今日上午11:30在局麻下行腹腔闭式引流术 | 1 | 1
拟于今日上午9：00在局麻下行肺穿刺活检术 | 1 | 1
拟于今日上午在局麻下行肿瘤碘125-粒子植入术 | 1 | 1
拟于今日上午行腹腔引流穿刺术 | 1 | 1
拟于今日下午4点在局部麻醉下行肺部肿瘤穿刺活检术 | 1 | 1
拟于今日下午4：00在局麻下行颈部淋巴结穿刺活检术 | 1 | 1
拟于今日下午5：00在局麻下行肺穿刺活检术 | 1 | 1
拟于今日下午5：30在局麻下行肺穿刺活检术 | 1 | 1
拟于今日下午9时行胸腔引流置管术 | 1 | 1
拟于今日下午局麻下行肝脏穿刺活检术 | 1 | 1
拟于今日在全麻下行肝穿刺活检术 | 1 | 1
拟于今日在选麻下行射频消融术 | 1 | 1
拟于今日局麻下行锁骨下静脉穿刺置管术 | 1 | 1
拟于今日局麻下食管造影术 | 1 | 1
拟于今日行介入化疗栓塞术 | 1 | 1
拟于局麻下中心静脉置管术 | 1 | 1
拟于明日上午在口查全麻醉下行经腹子宫全切术+双侧附件切除术 | 1 | 1
拟于明日下午在全麻下行腹腔镜探查术术 | 1 | 1
拟于明日在选麻下行腹式子宫全切术+双侧附件切除术+阴道前后壁修补术 | 1 | 1
拟于明日在选麻下行腹腔镜下全子宫+双附件切除术 | 1 | 1
拟于明日在选麻下行腹腔镜下全子宫+双附件切除术+盆腔淋巴结清扫术 | 1 | 1
拟于明日行介入化疗栓塞术 | 1 | 1
拟于明日选麻下行乳癌根治术 | 1 | 1
拟今日上午行食管支架置入术 | 1 | 1
拟今日下午4点局麻下行肺穿刺活检术 | 1 | 1
拟今日下午局麻下行粒子植入术 | 1 | 1
拟今日下午局麻下行胃介入栓塞术 | 1 | 1
拟今日下午行食管支架置入术 | 1 | 1
拟今日下午麻下行肝介入术 | 1 | 1
拟今日局麻下午行肝穿刺活检术 | 1 | 1
拟今日局麻下午行颈部淋巴结穿刺活检术 | 1 | 1
拟今日局麻下左颈部淋巴结穿刺术 | 1 | 1
拟今日局麻下行乳腺穿刺活检术 | 1 | 1
拟今日局麻下行右侧腋窝淋巴结穿刺活检术 | 1 | 1
拟今日局麻下行右侧颈部肿块穿刺活检术 | 1 | 1
拟今日局麻下行右锁骨下静脉穿刺置管术 | 1 | 1
拟今日局麻下行左侧颈部淋巴结穿刺活检术 | 1 | 1
拟今日局麻下行左颈部淋巴结穿刺活检术 | 1 | 1
拟今日局麻下行彩超引导下乳腺穿刺活检术 | 1 | 1
拟今日局麻下行心包穿刺引流术 | 1 | 1
拟今日局麻下行支气管介入栓塞术 | 1 | 1
拟今日局麻下行淋巴结穿刺活检术 | 1 | 1
拟今日局麻下行甲状腺穿刺活检术 | 1 | 1
拟今日局麻下行碘125粒子植入术 | 1 | 1
拟今日局麻下行碘离子置入术 | 1 | 1
拟今日局麻下行空肠置管术 | 1 | 1
拟今日局麻下行穿刺活检术 | 1 | 1
拟今日局麻下行纵膈穿刺活检术 | 1 | 1
拟今日局麻下行经皮肝介入栓塞+注药术 | 1 | 1
拟今日局麻下行肝介入灌注栓塞术 | 1 | 1
拟今日局麻下行肝介入造影+药物灌注+栓塞术 | 1 | 1
拟今日局麻下行肝内胆管穿刺引流术 | 1 | 1
拟今日局麻下行肝动脉灌注+栓塞术 | 1 | 1
拟今日局麻下行肝动脉灌注化疗+栓塞术 | 1 | 1
拟今日局麻下行肝脏介入术 | 1 | 1
拟今日局麻下行肩部肿物穿刺活检术 | 1 | 1
拟今日局麻下行肺活检穿刺术 | 1 | 1
拟今日局麻下行肺肿物粒子植入术 | 1 | 1
拟今日局麻下行肺脓肿穿刺引流术 | 1 | 1
拟今日局麻下行肾/肝穿刺活检术 | 1 | 1
拟今日局麻下行肾介入栓塞术 | 1 | 1
拟今日局麻下行肾穿刺活检术 | 1 | 1
拟今日局麻下行胃空肠营养管置入术 | 1 | 1
